哀兵必胜 骄兵必败
暗淡 昏暗
暗藏 隐藏
按照 依照
按部就班 墨守成规
安装 装置
安置 安顿
安逸 闲适
安闲 清闲
安稳 平稳
安慰 抚慰
安适 安闲
安如磐石 安如泰山
安然无恙 平安无事
安全 平安
安排 布置
安宁 安定
安眠 安息
安分守己 循规蹈矩
安顿 安排
安定 安宁
爱惜 顾惜
爱慕 倾慕
爱莫能助 心有余而力不足
爱护 保护
爱好 喜好
爱戴 敬爱
爱财如命 一毛不拔
唉声叹气 长吁短叹
哀求 乞求
瞭望 眺望
煊赫一时 炙手可热
天昏地暗 暗无天日
窃笑 暗笑
阴影 暗影
切口 暗语
黑暗 暗中
邋遢 肮脏
抬头 昂首
傲睨一世 昂首望天
高昂 昂扬
洼地 凹地
高低 凹凸
折磨 熬煎
锻炼 熬炼
飞翔 翱翔
高傲 傲岸
狂妄 傲慢
渺视 傲睨
傲世轻物 傲睨万物
傲睨万物 傲睨一世
傲睨万物 傲世轻物
睥睨 傲视
坚贞不屈 傲雪欺霜
骄兵必败 傲卒多败
骄兵必败 傲卒多降
秘密 奥秘
秘密 奥密
玄妙 奥妙
悔恨 懊悔
烦恼 懊恼
悔恨 懊丧
四行孤军 八百壮士
才高八斗 八斗之才
四面楚歌 八方受敌
八棍子撂不着 八竿子打不着
陈腔滥调 八股
稀奇古怪 八怪七喇
八竿子打不着 八棍子撂不着
不相上下 八两半斤
五花八门 八门五花
八面玲珑 八面见光
八面见光 八面玲珑
四面楚歌 八面受敌
气势汹汹 八面威风
发草帖 八字帖
逢迎 巴结
渴望 巴望
翦绺 扒手
废除 拔除
起锚 拔锚
适得其反 拔苗助长
选取 拔取
扶植 拔擢
猖 跋扈
进退失据 跋前疐后
动辄得咎 跋前踬后
后记 跋文
促膝谈心 把臂而谈
痛处 把柄
操纵 把持
切脉 把脉
看管 把守
戏弄 把玩簸弄
当心 把稳
驾驭 把握
花招 把戏
歇工 罢工
而已 罢了
撤职 罢免
歇手 罢手
放手 罢休
蛮横 霸道
机谋 霸术
攻克 霸占
呆子 白痴
白费 白搭
鹤发 白发
皓首苍颜 白发苍颜
庞眉皓发 白发银须
白搭 白费
枉费心机 白费心血
口语 白话
光阴似箭 白驹过隙
石蜡 白腊
洋蜡 白蜡
白天 白日
白日升天 白日飞升
白日飞升 白日升天
空手 白手
自食其力 白手起家
老人 白叟
白昼 白天
白净 白皙
沧海桑田 白云苍狗
碧眼儿 白种人
白天 白昼
利剑 白
千般 百般
百发百中 百步穿杨
扶摇直上 百尺竿头
有口难言 百辞莫辩
矢无虚发 百发百中
民生凋敝 百孔千疮
合家 百口
寥寥无几 百里挑一
千了百当 百了千当
鸭蛋虽密也有缝 百密一疏
大惑不解 百思不解
童言无忌 百无禁忌
黎民 百姓
视为心腹 百依百顺
势如破竹 百战百胜
一往直前 百折不回
百折不回 百折不挠
左右 摆布
动摇 摆荡
搭架子 摆架子
排列 摆列
部署 摆设
开脱 摆脱
腐败 败北
松弛 败坏
倾家荡产 败尽家业
莠民 败类
败事 败露
败露 败事
没趣 败兴
劣行 败行
换帖兄弟 拜把兄弟
离别 拜别
造访 拜访
求神拜鬼 拜鬼求神
访问 拜候
参见 拜见
贺年 拜年
托付 拜托
访候 拜望
拜望 拜谒
纠缠不清 扳缠不清
攀谈 扳话
连累 扳连
交谈 扳谈
布鼓雷门 班门弄斧
凯旅 班师
盘游 般游
颁发 颁布
宣布 颁布发表
发表 颁发
花白 斑白
雀斑 斑点
美丽 斑斓
花纹 斑纹
搬家 搬场
挪动转移 搬动
搬迁 搬家
挑衅 搬弄
挑拨离间 搬弄是非
搬家 搬迁
木屋 板屋
呆滞 板滞
邦畿 版图
措施 办法
孔方兄 阿堵物
福寿膏 阿芙蓉
那个 阿谁
姨妈 阿姨
谄谀 阿谀
攀龙趋凤 阿谀奉承
攀龙趋凤 阿谀奉迎
愁肠寸断 哀肠百转
悲悼 哀悼
恳求 哀告
悲啼 哀号
灾民 哀鸿
百孔千疮 哀鸿遍野
悯恻 哀怜
恳求 哀求
悲悼 哀伤
悲痛 哀思
悲伤 哀痛
顺序 挨次
受饿 挨饿
靠拢 挨近
和蔼可亲 蔼然可亲
求贤若渴 爱才如命
求贤若渴 爱才若命
一毛不拔 爱财如命
尊崇 爱崇
恋慕 爱戴
喜好 爱好
敬服 爱护
珍惜 爱护保重
恋慕 爱慕
宠姬 爱妾
恋爱 爱情
己饥己溺 爱人如己
敬服 爱惜
居安思危 安不忘危
漫步 安步
缓步徐行 安步当车
布置 安插
顺产 安产
稳固 安定
布置 安顿
安顿 安放
循分 安分
安守故常 安分守己
循规蹈矩 安分守纪
抚慰 安抚
宁静 安好
克绍箕裘 安家立业
安定 安靖
平静 安静
平静 安静冷静僻静
安身立命 安居乐业
愉逸 安乐
安定 安谧
安息 安眠
安定 安宁
摆设 安排
宁静 安全
平安 安然
平和 安然平静
平安无事 安然无事
平安无事 安然无恙
固若金汤 安如盘石
固若金汤 安如泰山
十拿九稳 安若泰山
安置 安设
立足 安身
安居乐业 安身立命
宁静 安适
安分守己 安守故常
安乐 安泰
妥当 安妥
同甘共苦 安危与共
慰藉 安慰
牢固 安稳
歇息 安息
安逸 安闲
宁静 安详
平静 安祥
歇息 安歇
放心 安心
清闲 安逸
扎营 安营
自暴自弃 安于现状
何在 安在
埋葬 安葬
高枕无忧 安枕无忧
怎知 安知
布置 安置
安置 安装
循规蹈矩 按部就班
顺序 按次
照例 按例
推拿 按摩
抑制 按捺
定期 按期
定时 按时
刻舟求剑 按图索骥
顺次 按序
根据 按照
文案 案牍
档册 案卷
悄悄 暗暗
潜伏 暗藏
暗流 暗潮
昏暗 暗淡
惨淡 暗澹
冷战 暗斗
阴沟 暗沟
谋害 暗害
灯号 暗号
灯号 暗记
冷箭 暗箭
含沙射影 暗箭伤人
私下 暗里
暗潮 暗流
办妥 办好
管理 办理
服务 办事
办好 办妥
豆剖瓜分 半壁江山
旗鼓相当 半斤八两
片刻 半晌
对折 半数
中途 半途
功败垂成 半途而废
欲言又止 半吐半吞
不即不离 半推半就
将信将疑 半信半疑
子夜 半夜
东床 半子
伙计 伴计
朋友 伴侣
陪同 伴随
随同 伴同
饰演 扮演
化装 扮装
拌杂 拌合
拌合 拌杂
国脉 邦本
版图 邦畿
国家荣誉 邦家之光
国交 邦交
光顾 帮衬
帮助 帮忙
帮忙 帮手
资助 帮助
捆绑 绑缚
署书 榜书
模范 榜样
当中 傍边
旁观 傍观
歪路 傍门
目中无人 傍若无人
薄暮 傍晚
篾片 傍友
包揽 包办
容隐 包庇
心怀叵测 包藏祸心
包围 包抄
保证 包管
包罗 包含
包容 包涵
包罗 包括
包办 包揽
包括 包罗
应有尽有 包罗万象
包涵 包容
困绕 包围
包括 包孕
批驳 褒贬
宝物 宝贝
名贵 宝贵
大札 宝缄
浮图 宝塔
宝贝 宝物
铜山 宝穴
坚苦卓绝 饱经风霜
餍饫 饱食
警卫 保镳
收藏 保藏
连结 保持
生存 保存
掩护 保护
推荐 保举
保存 保留
守旧 保守
守卫 保卫
调养 保养
包管 保证
营垒 堡垒
人为 报酬
报酬 报答
抨击 报复
陈诉 报告
汇报 报告请示
应命 报命
道歉 报歉
得病 抱病
行侠仗义 抱不平
固步自封 抱残守缺
理想 抱负
怀愁 抱恨
抱歉 抱愧
歉仄 抱歉
抱冤 抱屈
捧头 抱头
狼狈而逃 抱头鼠窜
抱屈 抱冤
诉苦 抱怨
遁世 豹隐
暴乱 暴动
狂风 暴风
罪恶滔天 暴戾恣睢
袒露 暴露
原形毕露 暴露无遗
暴动 暴乱
狠毒 暴虐
大发雷霆 暴跳如雷
歹徒 暴徒
急躁 暴躁
虐政 暴政
发作 爆发
爆竹 爆仗
爆仗 爆竹
鄙俚 卑鄙
卑躬屈膝 卑恭屈节
奴颜媚骨 卑躬屈膝
猥贱 卑贱
卑鄙 卑劣
鬼蜮伎俩 卑劣手段
奴视 卑视
草木皆兵 杯弓蛇影
人浮于事 杯水车薪
悲痛 悲哀
悲凉 悲惨
追悼 悲悼
灰心 悲观
离合悲欢 悲欢离合
悲惨 悲凉
楚切 悲凄
悲伤 悲戚
悲啼 悲泣
伤心 悲伤
叹伤 悲叹
悲泣 悲啼
悲痛 悲恸
悲伤 悲痛
碑帖 碑本
碑本 碑帖
斗极 北斗
寒风 北风
勾栏 北里
存案 备案
破釜沉舟 背城借一
南辕北辙 背道而驰
后手 背工
配景 背景
反面 背面
叛逆 背叛
背约 背信
背信 背约
孤注一掷 背注一掷
受宠若惊 被宠若惊
受骗 被骗
当选 被选
奔忙 奔波
奔跑 奔驰
旷达 奔放
奔驰 奔跑
奔驰 奔腾
驱驰 奔走
跋山涉水 奔走风尘
当地 本地
土产 本地货
天职 本分
祖籍 本籍
同族 本家
正事主 本家儿
原来 本来
本事 本领
舍本逐末 本末倒置
本末倒置 本末颠倒
职能 本能机能
今年 本年
资本 本钱
即日 本日
实质 本色
自己 本身
本领 本事
正事主 本事儿
个人主义 本位主义
真相 本相
本旨 本心
天性 本性
个性难改 本性难移
本心 本意天良
来源根基 本原
本心 本旨
素质 本质
簿本 本子
笨蛋 笨伯
笨伯 笨蛋
傻里傻气 笨头笨脑
鸠拙 笨拙
瓦解 崩溃
倾圯 崩裂
迫近 逼近
迫良为娼 逼良为娼
欺压 逼迫
铤而走险 逼上梁山
传神 逼真
始祖 鼻祖
触目皆是 比比皆是
比喻 比方
等到 比及
比力 比较
最近 比来
比较 比力
同等看待 比量齐观
相比 比拟
连年 比年
比岁不登 比年不登
好比 比如
角逐 比赛
指手画脚 比手划脚
比年不登 比岁不登
交锋 比武
夫唱妇随 比翼双飞
青天 彼苍
相互 彼此
挥洒自如 笔底生花
卖文为活 笔耕墨耘
字迹 笔迹
条记 笔记
凭单 笔据
翰墨 笔墨
笔挺 笔直
鸾翔凤翥 笔走龙蛇
管见 鄙见
卑鄙 鄙俚
吝啬 鄙吝
猥琐 鄙陋
唾弃 鄙弃
在下 鄙人
藐视 鄙视
卑鄙 鄙俗
俗不可耐 鄙俗不堪
粗言 鄙言
俗语 鄙谚
鄙视 鄙夷
愚见 鄙意
迫不得已 必不得已
肯定 必定
恭恭敬敬 必恭必敬
一定 必然
必须 必需
须要 必要
终究 毕竟
断命 毕命
一举而竟全功 毕其功于一役
终生一生没世 毕生
结业 毕业
缄口 闭口
缄口结舌 闭口无言
杜门不出 闭门不出
关门落锁 闭门塞窦
凭空捏造 闭门造车
解散 闭幕
花容月貌 闭月羞花
保护 庇护
荫庇 庇荫
寒家 敝宅
毛病 弊端
葱茏 碧绿
白种人 碧眼儿
避忌 避讳
逃难 避祸
避讳 避忌
制止 避免
遁迹 避难
躲债 避债
边疆 边陲
相貌 边幅
界限 边界
疆域 边境
边沿 边缘
主笔 编缉
辑录 编录
纪年 编年
点窜 编削
体例 编制
编辑 编纂
入木三分 鞭辟入里
推动 鞭策
鞭笞 鞭挞
跌价 贬价
抑低 贬抑
便利 便当
燕服 便服
私函 便函
方便 便利
即是 便是
条子 便条
自制 便宜
酿成 变成
变更 变动
厘革 变革
变动 变更
变革 变化
变化无穷 变化多端
变化多端 变化无穷
幻化 变幻
变化多端 变幻莫测
变更 变换
背叛 变节
事故 变乱
失常 变态
各处 遍地
普遍 遍及
体无完肤 遍体鳞伤
剖白 辨白
鉴别 辨别
辩解 辩白
反驳 辩驳
谈锋 辩才
辩说 辩论
辩论 辩说
特出 彪炳
斥候 标兵
方向 标的目的
标志 标记
标记 标识表记标帜
题目 标题问题
别开生面 标新立异
口号 标语
标记 标志
漂亮 标致
尺度 标准
表明 表白
内外 表里
暴露 表露
楷模 表率
外貌 表面
评释 表明
心情 表情
表现 表示
亮相 表态
体现 表现
演出 表演
表彰 表扬
表扬 表彰
别开生面 别出机杼
自出机杼 别出心裁
外传 别传
另外 别的
别名 别号
别开生面 别具一格
别出心裁 别开生面
分别 别离
又名 别名
野史 别史
一无长物 别无长物
剖辨 别析
醉翁之意 别有用心
新奇 别致
来宾 宾客
宾朋盈门 宾客盈门
三千珠履 宾客盈庭
宾朋盈门 宾朋迎门
宾朋迎门 宾朋盈门
摈弃 摈斥
驱逐 摈除
屏弃 摈弃
光风霁月 冰壶秋月
酷寒 冰冷
冷面 冰脸
冰冷 冰凉
龙脑 冰片
不染纤尘 冰清玉洁
水火不容 冰炭不洽
雪窖冰天 冰天雪地
叛乱 兵变
师出无名 兵出无名
军多将广 兵多将广
兵书 兵法
打仗 兵戈
艨艟 兵舰
军力 兵力
戎马 兵马
武器 兵器
战士 兵士
兵法 兵书
佳兵不祥 兵凶战危
虎帐 兵营
军种 兵种
承袭 秉承
而且 并且
草衣木食 并日而食
独一无二 并世无双
霸占 并吞
垂死 病笃
祸国殃民 病国殃民
全愈 病愈
医院 病院
货郎鼓 拨浪鼓
盘弄 拨弄
颠簸 波动
波涛 波澜
汹涌澎湃 波澜壮阔
海浪 波浪
妨害 波折
褫夺 剥夺
否极必泰 剥极必复
聚敛 剥削
吸血虫 剥削者
昆季 伯仲
驳倒 驳斥
驳斥 驳倒
非难 驳诘
靠岸 泊岸
停车 泊车
怫然作色 勃然变色
来路货 舶来品
泛爱 博爱
赢得 博得
博学多闻 博古通今
展览会 博览会
广博 博识
宏儒硕学 博学多才
博古通今 博学多闻
屠杀 搏斗
拚命 搏命
苦命 薄命
傍晚 薄暮
单薄 薄弱
软弱 薄弱虚弱
菲酌 薄酌
赔偿 补偿
增补 补充
调停 补救
修缮 补葺
补贴 补助
修理 补缀
哺养 哺育
疑神疑鬼 捕风捉影
捕捉 捕获
探员 捕快
网鱼 捕鱼
捕获 捕捉
不安分 不安本分
不安本分 不安分
不守妇道 不安于室
不守妇道 不安于位
未便 不便
稳定 不变
鄙人 不才
不理 不睬
意外 不测
不成才 不长进
不可 不成
不长进 不成才
不长进 不成材
有失体统 不成体统
不食人间烟火 不吃烟火食
从容不迫 不迟不疾
不辞劳怨 不辞劳苦
不辞劳苦 不辞劳怨
不搭嘴 不搭腔
不搭腔 不搭嘴
不合时宜 不达时宜
不搭腔 不答腔
不打不相识 不打不成相识
不打不相识 不打不成相与
不打不成相与 不打不相识
不但 不单
不光 不但
不妥 不当
不作数 不当准
天诛地灭 不得善终
茫无头绪 不得要领
不停 不断
精益求精 不断改进
不合错误 不对
未几 不多
不违农时 不夺农时
不贰 不二
铁价 不二价
不二 不贰
不胜枚举 不乏其人
非法 不法
非凡 不凡
没关系 不妨
没关系 不妨事
轻视 不放在眼里
难分轩轾 不分高下
不顾曲直 不分皁白
不够 不敷
不顺手 不伏手
不服水土 不伏水土
不平 不服
水土不服 不服水土
不应 不该
吞声忍气 不敢则声
你死我活 不共戴天
道貌岸然 不苟言笑
不敷 不够
未入流 不够格
掉臂 不顾
不分皁白 不顾曲直
不拘小节 不顾外表
悍然不顾 不顾一切
不但 不光
不外 不过
小心翼翼 不寒而栗
欠好 不好
分歧 不合
不对 不合错误
不达时宜 不合时宜
反面 不和
半推半就 不即不离
不可胜数 不计其数
欠安 不佳
不露锋芒 不见圭角
不断 不竭
不但 不仅
风行一时 不胫而走
未几 不久不多
不顾外表 不拘小节
未定 不决
不停 不绝
不易之论 不刊之论
不胜 不堪
不行 不可
多如牛毛 不可偻指算
不计其数 不可胜数
难以想象 不可思议
咄咄逼人 不可一世
不能 不克不及
不愿 不肯
烦懑 不快
不稂不莠 不郎不秀
不郎不秀 不稂不莠
坐享其成 不劳而获
不睬 不理
倒霉 不利
不意 不料
不惜 不吝
不吝指教 不吝金玉
不吝珠玉 不吝指教
不吝指教 不吝珠玉
不留心 不留神
不留神 不留心
杀鸡取卵 不留余地
不见圭角 不露锋芒
不露锋芒 不露圭角
不露声色 不露神色
不露神色 不露声色
稳定 不乱
不正经 不伦不类
岂论 不论
不落俗套 不落窠臼
不落窠臼 不落俗套
难免 不免
未免 不免难免
不约而合 不谋而合
不克不及 不能
不能胜数 不能尽数
不能尽数 不能胜数
欲罢不能 不能自休
不能自制 不能自已
不能自已 不能自制
不宁奈 不宁不奈
不宁耐 不宁不耐
不宁不奈 不宁奈
不宁不耐 不宁耐
数奇 不偶
中庸之道 不偏不倚
不屈 不平
萍水相逢 不期而遇
生吞活剥 不求甚解
不平 不屈
奋不顾身 不屈不挠
否则 不然
冰清玉洁 不染纤尘
克日 不日
幸不辱命 不辱使命
不中听 不入耳
不伦不类 不三不四
惠而不费 不伤脾胃
处境尴尬 不上不下
失慎 不慎
不堪 不胜
不乏其人 不胜枚举
昏迷不醒 不省人事
时时 不时
不识时务 不识时变
不识时变 不识时务
不识之无 不识一丁
不识一丁 不识之无
不吃烟火食 不食人间烟火
不安于室 不守妇道
不伏手 不顺手
非死即伤 不死即伤
不绝 不停
欠亨 不通
差别 不同
与众不同 不同凡响
不当 不妥
不过 不外
有良心 不忘本
不夺农时 不违农时
不惟 不唯
不唯 不惟
不言而喻 不问可知
吊儿郎当 不务正业
不断 不息
不吝 不惜
平分秋色 不相上下
断绝往来 不相闻问
不用 不消
不可 不行
不断 不休
囚首垢面 不修边幅
生而知之 不学而能
观 不雅
不雅 不雅观
不问可知 不言而喻
不厌求详 不厌其详
不厌其详 不厌求详
没关系 不要紧
纷歧 不一
所在多有 不一而足
天经地义 不移至理
尽心尽力 不遗余力
变幻无穷 千变万化
受益无穷 获益良多
环游 周游
乱哄哄 乱糟糟
品质 质量
节奏 节拍
气节 时令
轮流 轮番
炽热 火热
相熟 熟悉
姿态 姿势
撕开 扯开
宽恕 饶恕
羞辱 侮辱
看望 探望
泼洒 倾泻
巴不得 恨不得
幽美 幽丽
缄口不语 闭口不言
微波粼粼 微波荡漾
饶恕 宽恕
凛冽 寒冷
葱茏 葱翠
与日俱增 日积月累
纠缠不清 牵扯不清
一成不变 原封不动
巡逻 巡查
惊艳 冷艳
明媚 明丽
传授 教授
奥秘 奥妙
如许 多么
心田 内心
童稚 幼稚
唾骂 辱骂
坦然 安然
顿时 登时
落荒而逃 一败涂地
争执 争论
迥异 悬殊
连绵起伏 绵亘不绝
一一 逐个
亲自 亲身
遥不可及 高不可攀
帮助 协助
愕然 惊诧
到处 四处
掠过 擦过
哽咽 呜咽
干预 干涉
逗引 逗弄
受到 遭到
鱼死网破 你死我活
不卑不亢 不骄不躁
耽误 耽搁
前所未有 史无前例
摇摇摆摆 摇摇晃晃
颓然 寂然
开拓 开辟
品位 档次
设施 设备
气馁 泄气
晃荡 闲逛
浓烈 浓郁
清脆 洪亮
素来 从来
证实 证明
操劳 劳累
龙飞凤舞 挥洒自如
迷人 诱人
枯竭 干涸
清爽 清新
奔流 奔腾
沉积 堆积
如同 好像
首次 初次
结结巴巴 吞吞吐吐
不厌其烦 诲人不倦
偏远 偏僻
收容 收留
柔美 优美
费解 隐晦
迷迷糊糊 恍恍惚惚
荡涤 清洗
陷阱 圈套
消退 衰退
即使 即便
富裕 富有
透出 显露出
简洁 简约
布局 规划
浅色 淡色
缤纷 绚丽
优异 优良
舒适 温馨
怀旧 复古
造型 外型
免费使用 无偿使用
防范 防备
烧灼 炙烤
僵硬 生硬
更加 愈加
惊动 惊扰
凉飕飕 冷冰冰
镇定自若 不慌不忙
享誉中外 尽人皆知
经营 运营
悲惨 凄惨
故土 故乡
眼帘 视线
忍受 忍耐
探访 看望
一直 不断
蔚蓝 湛蓝
惟一 唯一
含蓄 委婉
异彩纷呈 奇光异彩
妙不可言 妙趣横生
简朴 俭朴
水天相接 水天一线
时尚 时髦
麻木 麻痹
怜爱 爱怜
冷艳 冷傲
勤能补拙 功在不舍
联结 联合
柔嫩 娇嫩
磨难 磨练
万古长青 万古长存
狞笑 奸笑
奇观 奇迹
泄气 气馁
凋零 凋谢
是否 能否
丰硕 丰盛
形成 构成
疑惑不解 迷惑不解
阴谋诡计 诡计多端
收藏 珍藏
模摸糊糊 隐隐约约
繁殖 繁衍
新生 重生
穿梭 穿越
挥汗如雨 汗流浃背
幸好 幸亏
密密层层 密密丛丛
残害 摧残
火冒三丈 怒气冲冲
宏论 弘论
夸赞 夸奖
苍白 惨白
错落 参差
趔趔趄趄 跌跌撞撞
隐隐约约 模模糊糊
撤退 撤离
交易 买卖
若有若无 若隐若现
走马观花 蜻蜓点水
资助 赞助
奇迹 奇观
形容 描述
坚定不移 坚持不懈
冷酷 冷漠
淳朴 憨厚
宛转 含蓄
气息 气味
嗔怪 责怪
失去 得到
澎湃 磅礴
静悄悄 闹哄哄
招集 召集
蹩脚 糟糕
取长补短 扬长避短
幽深 幽静
酸甜苦辣 悲欢离合
巧夺天工 鬼斧神工
主持 掌管
鲜为人知 不为人知
觅食 寻食
跳跃 腾跃
热门 抢手
俯冲 爬升
红艳艳 红彤彤
沾花惹草 招蜂引蝶
因此 因而
用意 意图
辍学 停学
壮士 勇士
枯败 枯萎
受益匪浅 收获颇丰
超常 超凡
真挚 真诚
绽开 绽放
停泊 停靠
爆发 迸发
人才济济 人才辈出
仰面朝天 四脚朝天
沉甸甸 轻飘飘
沉迷 沉浸
相持 对峙
解决 处理
刨根问底 寻根究底
枯枝败叶 残花败柳
窘迫 困顿
终日 整天
形状 外形
粘稠 稀薄
尽管 虽然
形态各异 形态万千
水泄不通 风雨不透
乐滋滋 气呼呼
褴褛 破烂
困顿 窘迫
轰动 惊动
一拥而上 蜂拥而至
胆小 胆怯
调节 调理
赤裸裸 光秃秃
拥挤 拥堵
挑逗 撩拨
豪华 奢华
只要 只需
虚实 真假
追寻 追随
微微 轻轻
纤弱 柔弱
饲养 豢养
回报 报答
糟糕 蹩脚
吃力 费劲
金枝玉叶 皇亲国戚
调换 互换
名闻遐迩 名噪一时
精通 通晓
清苦 贫苦
自在 自由
热乎乎 暖洋洋
困境 窘境
艰辛 艰苦
黑压压 黑漆漆
坚信 深信
考察 调查
宏伟 雄伟
阴郁 阴霾
酬谢 酬报
葱绿 翠绿
申诉 申述
窘境 困境
排列 陈列
失魂落魄 魂不守舍
五光十色 五颜六色
弱肉强食 以强凌弱
密密麻麻 密密层层
笔直粗壮 挺拔伟岸
危峰兀立 怪石嶙峋
哄堂大笑 捧腹大笑
相似 类似
逆悖 悖逆
新闻 旧事
遐想 遥想
缓缓 慢慢
散发 分发
迷惑不解 困惑不解
完整无缺 完好无损
介绍 引见
敦实 矮壮
结结实实 严严实实
庆贺 庆祝
透明 通明
机敏 机警
重大 严重
波澜 波涛
硕大无朋 庞然大物
预计 估计
娇嫩 柔嫩
催促 敦促
悲叹 哀叹
欢快 愉快
座无虚席 济济一堂
凭借 凭仗
天堑 通途
美妙 美好
时刻 时辰
隆重 盛大
模样 容貌
精湛 精深
冷酷无情 无情无义
顽劣 恶劣
感召 感化
逆境 顺境
眺望 瞭望
释然 豁然
高耸 挺拔
困窘 穷困
小巧 玲珑
量力而行 量入为出
逐渐 逐步
无奈 无法
指摘 指责
劫掠 虏掠
修长 细长
不禁 不由
灰溜溜 兴冲冲
形象 抽象
触犯 冒犯
辜负 孤负
斥责 呵斥
事实 现实
空旷 空阔
聆听 倾听
始终 一直
提醒 提示
制作 制造
造成 形成
严严实实 结结实实
驰名中外 举世闻名
赞叹 赞赏
形形色色 五花八门
起伏 崎岖
如实 照实
泛滥 众多
感谢 感激
怨恨 仇恨
酣睡 熟睡
自豪 骄傲
无端 无故
衰草连天 衰草如烟
周而复始 循环往复
呻吟 嗟叹
玲珑 小巧
弥漫 洋溢
发愁 忧愁
环视 环顾
匹配 婚配
模拟 模仿
慢吞吞 慢悠悠
深造 进修
本能 天性
轻轻 悄悄
踊跃 积极
象征 意味
行踪 行迹
返回 前往
滋润 滋养
郁郁葱葱 生气勃勃
纳闷 疑惑
欢呼 喝彩
偏僻 偏远
犬牙交错 纵横交错
不迭 不及
故障 毛病
孤独 孤单
腾云驾雾 腾云跨风
兴冲冲 灰溜溜
交织 交错
香甜 苦涩
脱落 零落
主意 主见
瞬间 霎时
未免 不免
不请自来 不速之客
慢悠悠 慢吞吞
疑难 疑问
古老 陈旧
清白 洁白
委屈 冤枉
莫名其妙 莫明其妙
凌空 腾空
娇艳 鲜艳
适应 顺应
负责 担任
训斥 怒斥
洋溢 弥漫
蛰伏 冬眠
警觉 警惕
金戈铁马 雄姿英才
意外 不测
噩耗 凶讯
神秘 奥秘
翻滚 翻腾
脸颊 面颊
磅礴 澎湃
搜寻 搜索
攀登 攀爬
惆怅 难过
陡峭 峻峭
纪念 留念
露出 显露
井然有序 有条有理
仰慕 敬慕
惩前毖后 小惩大诫
微笑 浅笑
品味 品尝
映衬 映托
引人注目 有目共睹
爱怜 怜爱
好奇 猎奇
随随便便 马马虎虎
居然 竟然
威胁 要挟
悄悄 悄然
关心 关怀
继承 承继
罕见 稀有
烈日当空 火伞高张
不仅 不只
不拘一格 形形色色
乘风破浪 披荆斩棘
重叠 堆叠
才华出众 才华盖世
唯一 独一
擎天撼地 震天撼地
昂然挺立 昂首挺立
簇拥 蜂拥
通顺 通畅
完美 完满
出乎意料 出人意料
不毛之地 穷山恶水
照耀 照射
起码 最少
积攒 积累
甘甜 甜美
公德 私德
身价百倍 声誉鹤起
红润 苍白
据说 听说
堪称 可谓
宜人 恼人
陶醉 沉醉
懈怠 懒惰
使劲 用力
铁青 乌青
浸透 渗透
借鉴 自创
真谛 真理
知趣 识相
风号浪吼 风高浪急
漫湿 浸湿
信心 决心
愚昧 愚蠢
惟恐 生怕
淡雅 浓艳
枯燥 单调
鲜艳夺目 光彩夺目
孝顺 孝敬
白皙 白净
漠然 淡然
挫折 波折
仪式 典礼
典礼 仪式
盛开 怒放
奇花异草 奇树异草
浓墨涂抹 轻笔细描
简直 几乎
光彩夺目 光芒耀眼
沙哑 嘶哑
贪心 贪婪
百年不遇 千载难逢
美誉 佳誉
暗渡陈仓 声东击西
举步维艰 寸步难行
残花败柳 半老徐娘
释怀 放心
成千盈百 成百上千
输赢 胜负
遍布 遍及
争先恐后 力争上游
弄虚作假 故弄玄虚
等闲视之 不屑一顾
投诉 赞扬
口多食寡 僧多粥少
抽象 笼统
吆喝 呼喊
银白 雪白
韵味 神韵
萌生 萌发
萌发 萌生
做工 唱工
座上客 阶下囚
坐享其成 坐收渔利
坐山观虎斗 坐观成败
坐立不安 如坐针毡
坐怀不乱 冰清玉洁
作威作福 横行霸道
作茧自缚 玩火自焚
作怪 作祟
左翼 右翼
左思右想 冥思苦想
左首 右首
左派 右派
左近 附近
左顾右盼 目不转睛
左边 右边
遵循 遵照
遵守 恪守
遵从 服从
尊敬 尊崇
醉生梦死 呕心沥血
罪状 罪行
最后 最初
最初 最后
嘴软 嘴硬
嘴巧 嘴笨
嘴快 嘴紧
嘴紧 嘴快
钻研 研究
阻挠 阻遏
阻挡 阻挠
阻碍 障碍
足迹 脚印
奏效 见效
走投无路 穷途末路
走兽 飞禽
走南闯北 深居简出
走漏 透露
走狗 走卒
纵情 尽情
纵横交错 犬牙交错
宗旨 主旨
自作自受 自食其果
自圆其说 自相矛盾
自由自在 无拘无束
自由 自在
自言自语 喃喃自语
自相残杀 同室操戈
自私 无私
自身 本身
自杀 他杀
自若 自如
自如 自若
自取灭亡 自掘坟墓
自欺欺人 掩耳盗铃
自力更生 自给自足
自愧不如 自惭形秽
自夸 自诩
自掘坟墓 自投罗网
自觉 盲目
自己 本人
自告奋勇 毛遂自荐
自高自大 自命不凡
自负 自傲
自费 公费
自大 自卑
自吹自擂 大吹大擂
自成一家 独树一帜
自卑感 优越感
自卑 自大
自暴自弃 自强不息
滋味 味道
滋生 繁殖
资料 材料
资格 资历
姿势 姿态
咨询 征询
仔细 细心
琢磨 揣摩
着落 下落
着急 焦急
浊音 清音
捉弄 玩弄
卓越 杰出
卓有成效 行之有效
准则 原则
准确 精确
准备 预备
谆谆告诫 循循善诱
追忆 追想
追问 诘问
追随 跟随
追究 追查
追赶 追逐
追查 清查
